fun_score,id_suggest,noun,adjective,context,shatter
46,dedicated_defibrillator_prop,defibrillator prop,dedicated,from a flood,maybe
46,dedicated_dehumidifier_dead,dehumidifier dead,dedicated,full of sand,maybe
46,dedicated_fish_mount,fish mount,dedicated,won at carnival,maybe
46,dedicated_mantel_clock,mantel clock,dedicated,won at carnival,maybe
46,dedicated_mezuzah,mezuzah,dedicated,with instructions missing page 2,maybe
46,dedicated_panini_press,panini press,dedicated,with instructions missing page 2,maybe
46,dedicated_porthole_frame,porthole frame,dedicated,smelling of perfume,maybe
46,dedicated_score_sheet_stack,score sheet stack,dedicated,full of rice,maybe
46,dedicated_smoke_grenade_novelty,smoke grenade novelty,dedicated,padlocked,maybe
46,dedicated_toast_rack,toast rack,dedicated,with a note,maybe
46,expired_baby_food_jars,baby food jars,expired,labeled FREE,maybe
46,expired_barbie_head_only,Barbie head only,expired,full of coins,maybe
46,expired_cabinet_speaker,cabinet speaker,expired,opened once,maybe
46,expired_centrifuge_toy,centrifuge toy,expired,with mouse droppings,maybe
46,expired_cowbell,cowbell,expired,won at carnival,maybe
46,expired_cuckoo_nest_empty,cuckoo nest empty,expired,full of rice,maybe
46,expired_doubloon_plastic,doubloon plastic,expired,labeled MOM,maybe
46,expired_drone_crashed,drone crashed,expired,with a note,maybe
46,expired_egg_beater,egg beater,expired,with the wrong remote,maybe
46,expired_floss_dispenser,floss dispenser,expired,smelling of smoke,maybe
46,expired_fortune_teller_fish,fortune teller fish,expired,full of coins,maybe
46,expired_hydroponics_tray,hydroponics tray,expired,smelling of smoke,maybe
46,expired_iv_stand,IV stand,expired,full of sand,maybe
46,expired_light_meter,light meter,expired,with a receipt,maybe
46,expired_origami_paper,origami paper,expired,full of coins,maybe
46,expired_stroller_fold,stroller fold,expired,opened once,maybe
46,expired_wax_seal_kit,wax seal kit,expired,won at carnival,maybe
46,expired_xylophone_kids,xylophone kids,expired,from a fire sale,maybe
46,foreclosure_coin_sorter,coin sorter,foreclosure,from a flood,maybe
46,foreclosure_egg_beater,egg beater,foreclosure,glued shut,maybe
46,foreclosure_hydroponics_tray,hydroponics tray,foreclosure,taped shut,maybe
46,foreclosure_itching_powder,itching powder,foreclosure,zip-tied,maybe
46,foreclosure_kaleidoscope,kaleidoscope,foreclosure,wrapped in newspaper,maybe
46,foreclosure_lawn_dart_banned,lawn dart banned,foreclosure,from a fire sale,maybe
46,foreclosure_leash_retractable,leash retractable,foreclosure,with instructions missing page 2,maybe
46,foreclosure_metal_detector,metal detector,foreclosure,labeled FREE,maybe
46,foreclosure_paint_by_numbers,paint by numbers,foreclosure,full of sand,maybe
46,foreclosure_protractor_set,protractor set,foreclosure,with a receipt,maybe
46,foreclosure_tanning_lamp,tanning lamp,foreclosure,zip-tied,yes
46,lab_abacus,abacus,lab,full of coins,maybe
46,lab_alarm_clock_windup,alarm clock windup,lab,smelling of smoke,maybe
46,lab_cup_athletic,cup athletic,lab,with a dead battery,maybe
46,lab_emf_meter_toy,EMF meter toy,lab,full of sand,maybe
46,lab_first_aid_antique,first aid antique,lab,full of coins,maybe
46,lab_grafting_knife,grafting knife,lab,with a note,maybe
46,lab_hypno_spiral,hypno spiral,lab,in a trash bag,maybe
46,lab_inhaler_spacer,inhaler spacer,lab,with mouse droppings,maybe
46,lab_inner_tube,inner tube,lab,full of coins,maybe
46,lab_lego_bin_mystery,Lego bin mystery,lab,labeled MOM,maybe
46,lab_live_rock_dry,live rock dry,lab,in a trash bag,maybe
46,lab_loofah_on_stick,loofah on stick,lab,taped shut,maybe
46,lab_mannequin_hand,mannequin hand,lab,with the wrong remote,maybe
46,lab_metal_detector_sand,metal detector sand,lab,labeled FREE,maybe
46,lab_mortar_pestle,mortar pestle,lab,smelling of smoke,maybe
46,lab_plate_divider_kids,plate divider kids,lab,never opened,maybe
46,lab_ring_pillow,ring pillow,lab,full of sand,maybe
46,lab_rotary_phone,rotary phone,lab,with no power cord,maybe
46,lab_sea_chest,sea chest,lab,labeled MOM,maybe
46,lab_uv_sterilizer,UV sterilizer,lab,glued shut,maybe
46,lab_vanity_plate,vanity plate,lab,labeled MOM,maybe
46,lab_white_noise_machine,white noise machine,lab,zip-tied,maybe
46,limited_blacksmith_tongs,blacksmith tongs,limited,from a flood,maybe
46,limited_butter_dish,butter dish,limited,full of rice,maybe
46,limited_check_writer,check writer,limited,won at carnival,maybe
46,limited_clothes_iron,clothes iron,limited,padlocked,maybe
46,limited_fake_book_jazz,fake book jazz,limited,zip-tied,maybe
46,limited_fax_machine,fax machine,limited,labeled MOM,maybe
46,limited_fish_food_tin,fish food tin,limited,from a flood,maybe
46,limited_helmet,helmet,limited,with the wrong remote,maybe
46,limited_high_chair,high chair,limited,labeled MOM,maybe
46,limited_lovey_missing_eye,lovey missing eye,limited,labeled FREE,maybe
46,limited_magic_lantern,magic lantern,limited,padlocked,maybe
46,limited_midi_keyboard,MIDI keyboard,limited,with the wrong remote,maybe
46,limited_milk_frother,milk frother,limited,taped shut,maybe
46,limited_model_airplane,model airplane,limited,in a trash bag,maybe
46,limited_moose_plaque,moose plaque,limited,full of coins,maybe
46,limited_night_vision_goggles,night vision goggles,limited,never opened,maybe
46,limited_pallet_jack_toy,pallet jack toy,limited,labeled DO NOT SELL,maybe
46,limited_playdough_dried,playdough dried,limited,with instructions missing page 2,maybe
46,limited_shoe_tree_pair,shoe tree pair,limited,in a trash bag,maybe
46,limited_tambourine,tambourine,limited,with the wrong remote,maybe
46,limited_tarot_deck,tarot deck,limited,labeled MOM,maybe
46,plastic_alarm_clock_windup,alarm clock windup,plastic,with the wrong remote,maybe
46,plastic_anvil_mini,anvil mini,plastic,labeled FREE,maybe
46,plastic_ashtray_tower,ashtray tower,plastic,padlocked,maybe
46,plastic_barf_bag_signed,barf bag signed,plastic,won at carnival,maybe
46,plastic_candle_sticks_brass,candle sticks brass,plastic,opened once,maybe
46,plastic_deer_antler,deer antler,plastic,with the wrong remote,maybe
46,plastic_egg_incubator,egg incubator,plastic,with a receipt,maybe
46,plastic_fossil_ammonite,fossil ammonite,plastic,with a photo,maybe
46,plastic_helmet,helmet,plastic,smelling of perfume,maybe
46,plastic_kalimba,kalimba,plastic,never opened,maybe
46,plastic_makeup_case,makeup case,plastic,labeled FREE,maybe
46,plastic_marionette,marionette,plastic,taped shut,maybe
46,plastic_menu_diner,menu diner,plastic,with the wrong remote,maybe
46,plastic_moving_blanket,moving blanket,plastic,labeled FREE,maybe
46,plastic_name_tag_maker,name tag maker,plastic,glued shut,maybe
46,plastic_printer_carcass,printer carcass,plastic,with a photo,maybe
46,plastic_rain_gauge,rain gauge,plastic,labeled MOM,maybe
46,plastic_room_number_plate,room number plate,plastic,smelling of perfume,maybe
46,plastic_shuriken_set,shuriken set,plastic,from a flood,maybe
46,plastic_singing_bowl,singing bowl,plastic,zip-tied,maybe
46,plastic_spigot_key,spigot key,plastic,glued shut,maybe
46,plastic_squeaky_toy_flat,squeaky toy flat,plastic,with a dead battery,maybe
46,plastic_water_bottle_sipper,water bottle sipper,plastic,wrapped in newspaper,maybe
46,rusty_checkers_set,checkers set,rusty,with instructions missing page 2,maybe
46,rusty_copy_machine_panel,copy machine panel,rusty,smelling of smoke,maybe
46,rusty_doubloon_plastic,doubloon plastic,rusty,full of rice,maybe
46,rusty_drum_pad,drum pad,rusty,full of rice,maybe
46,rusty_fish_mount,fish mount,rusty,labeled DO NOT SELL,maybe
46,rusty_grow_journal,grow journal,rusty,taped shut,maybe
46,rusty_hockey_puck_signed,hockey puck signed,rusty,padlocked,maybe
46,rusty_hotel_key_board,hotel key board,rusty,labeled FREE,maybe
46,rusty_lab_flask,lab flask,rusty,with no power cord,maybe
46,rusty_lizard_hide,lizard hide,rusty,with the wrong remote,maybe
46,rusty_manga_stack,manga stack,rusty,labeled DO NOT SELL,maybe
46,rusty_party_popper_crate,party popper crate,rusty,padlocked,maybe
46,rusty_pie_weights,pie weights,rusty,glued shut,maybe
46,rusty_robot_vacuum_dead,robot vacuum dead,rusty,full of sand,maybe
46,rusty_row_machine,row machine,rusty,full of sand,maybe
46,rusty_saxophone_dented,saxophone dented,rusty,full of coins,maybe
46,rusty_shaving_brush,shaving brush,rusty,with no power cord,maybe
46,rusty_stretcher_fold,stretcher fold,rusty,with a photo,maybe
46,rusty_test_tube_rack,test tube rack,rusty,with a receipt,maybe
46,school_butterfly_case,butterfly case,school,with no power cord,maybe
46,school_copy_machine_panel,copy machine panel,school,with no power cord,maybe
46,school_eye_mask_sleep,eye mask sleep,school,labeled MOM,maybe
46,school_flask_engraved,flask engraved,school,wrapped in newspaper,maybe
46,school_magic_lantern,magic lantern,school,full of sand,maybe
46,school_neon_beer_sign,neon beer sign,school,labeled DO NOT SELL,maybe
46,school_oxygen_mask_demo,oxygen mask demo,school,never opened,maybe
46,school_pattern_envelope,pattern envelope,school,padlocked,maybe
46,school_pokemon_cards_binder,Pokemon cards binder,school,labeled MOM,maybe
46,school_scuba_mask,scuba mask,school,opened once,maybe
46,school_seltzer_bottle,seltzer bottle,school,full of sand,maybe
46,school_tire_iron,tire iron,school,full of rice,maybe
46,school_ukulele,ukulele,school,glued shut,maybe
46,school_vr_headset_dusty,VR headset dusty,school,with a photo,maybe
46,school_zip_drive,ZIP drive,school,full of sand,maybe
46,signed_ant_bait,ant bait,signed,padlocked,maybe
46,signed_cootie_catcher_pack,cootie catcher pack,signed,labeled DO NOT SELL,maybe
46,signed_dog_crate,dog crate,signed,won at carnival,maybe
46,signed_doorbell_wireless,doorbell wireless,signed,labeled MOM,maybe
46,signed_fire_extinguisher,fire extinguisher,signed,full of rice,maybe
46,signed_garment_bag,garment bag,signed,full of sand,maybe
46,signed_gps_tracker_pet,GPS tracker pet,signed,labeled FREE,maybe
46,signed_inhaler_spacer,inhaler spacer,signed,full of rice,maybe
46,signed_palette_knife_set,palette knife set,signed,full of sand,maybe
46,signed_poker_table_felt,poker table felt,signed,won at carnival,maybe
46,signed_roomba_shell,roomba shell,signed,from a flood,maybe
46,signed_shin_guards,shin guards,signed,with instructions missing page 2,maybe
46,signed_slow_cooker,slow cooker,signed,in a trash bag,maybe
46,signed_snorkel_set,snorkel set,signed,full of rice,maybe
46,signed_sparkler_box,sparkler box,signed,opened once,maybe
46,signed_tripod_broken,tripod broken,signed,with no power cord,maybe
46,signed_whoopee_remote,whoopee remote,signed,from a fire sale,maybe
45,burnt_apothecary_jar,apothecary jar,burnt,with instructions missing page 2,maybe
45,burnt_garage_opener,garage opener,burnt,full of coins,maybe
45,burnt_hose_nozzle,hose nozzle,burnt,in a trash bag,maybe
45,burnt_propane_tank_empty,propane tank empty,burnt,with a receipt,maybe
45,burnt_smoker_bee,smoker bee,burnt,with a dead battery,maybe
45,burnt_sprinkler_oscillating,sprinkler oscillating,burnt,won at carnival,maybe
45,burnt_surge_protector_fried,surge protector fried,burnt,full of coins,maybe
45,burnt_time_clock,time clock,burnt,in a trash bag,maybe
45,burnt_walkman,Walkman,burnt,zip-tied,maybe
45,dedicated_bath_bomb_crate,bath bomb crate,dedicated,full of sand,maybe
45,dedicated_candy_thermometer,candy thermometer,dedicated,full of rice,maybe
45,dedicated_equalizer_rack,equalizer rack,dedicated,taped shut,maybe
45,dedicated_flintlock_replica,flintlock replica,dedicated,taped shut,maybe
45,dedicated_grow_journal,grow journal,dedicated,with no power cord,maybe
45,dedicated_high_chair,high chair,dedicated,full of coins,maybe
45,dedicated_loofah_on_stick,loofah on stick,dedicated,smelling of perfume,maybe
45,dedicated_overhead_projector,overhead projector,dedicated,taped shut,maybe
45,dedicated_oxygen_bottle_prop,oxygen bottle prop,dedicated,with no power cord,maybe
45,dedicated_padlock_collection,padlock collection,dedicated,with instructions missing page 2,maybe
45,dedicated_paint_set_oils,paint set oils,dedicated,with a note,maybe
45,dedicated_plant_grow_tent,plant grow tent,dedicated,padlocked,maybe
45,dedicated_potty_chair,potty chair,dedicated,with a note,maybe
45,dedicated_protein_skimmer,protein skimmer,dedicated,from a flood,maybe
45,dedicated_pull_tab_opener,pull-tab opener,dedicated,with instructions missing page 2,maybe
45,dedicated_razor_safety,razor safety,dedicated,labeled DO NOT SELL,maybe
45,dedicated_room_number_plate,room number plate,dedicated,with a note,maybe
45,dedicated_vr_headset_dusty,VR headset dusty,dedicated,labeled DO NOT SELL,maybe
45,dedicated_warehouse_clipboard,warehouse clipboard,dedicated,with no power cord,maybe
45,expired_airbrush_kit,airbrush kit,expired,with a note,maybe
45,expired_conductor_baton,conductor baton,expired,taped shut,maybe
45,expired_djembe,djembe,expired,opened once,maybe
45,expired_do_not_disturb_sign,do not disturb sign,expired,labeled MOM,maybe
45,expired_fireworks_illegal,fireworks illegal,expired,from a fire sale,maybe
45,expired_paper_fortune,paper fortune,expired,with instructions missing page 2,maybe
45,expired_pipe_rack,pipe rack,expired,with mouse droppings,maybe
45,expired_putter_novelty,putter novelty,expired,wrapped in newspaper,maybe
45,expired_sling_wrap,sling wrap,expired,with a note,maybe
45,expired_soda_siphon,soda siphon,expired,full of rice,maybe
45,foreclosure_ceiling_fan_blade,ceiling fan blade,foreclosure,from a fire sale,maybe
45,foreclosure_cello_broken,cello broken,foreclosure,labeled FREE,maybe
45,foreclosure_crib_mobile,crib mobile,foreclosure,with a receipt,maybe
45,foreclosure_crochet_hook_set,crochet hook set,foreclosure,with a photo,maybe
45,foreclosure_duffel_army,duffel army,foreclosure,never opened,maybe
45,foreclosure_extension_cord_nest,extension cord nest,foreclosure,zip-tied,maybe
45,foreclosure_eyepatch_silk,eyepatch silk,foreclosure,in a trash bag,maybe
45,foreclosure_floss_dispenser,floss dispenser,foreclosure,taped shut,maybe
45,foreclosure_footlocker_camp,footlocker camp,foreclosure,padlocked,maybe
45,foreclosure_grow_light,grow light,foreclosure,with mouse droppings,maybe
45,foreclosure_hamper_laundry,hamper laundry,foreclosure,with the wrong remote,maybe
45,foreclosure_meat_grinder,meat grinder,foreclosure,wrapped in newspaper,maybe
45,foreclosure_model_rocket,model rocket,foreclosure,zip-tied,maybe
45,foreclosure_moose_plaque,moose plaque,foreclosure,wrapped in newspaper,maybe
45,foreclosure_perfume_atomizer,perfume atomizer,foreclosure,with a photo,maybe
45,foreclosure_playpen,playpen,foreclosure,labeled DO NOT SELL,maybe
45,foreclosure_raclette_grill,raclette grill,foreclosure,with a receipt,maybe
45,foreclosure_ratchet_strap_pack,ratchet strap pack,foreclosure,full of rice,maybe
45,foreclosure_sandwich_press,sandwich press,foreclosure,labeled DO NOT SELL,maybe
45,foreclosure_slide_rule,slide rule,foreclosure,glued shut,maybe
45,foreclosure_ultrasound_photo,ultrasound photo,foreclosure,wrapped in newspaper,maybe
45,foreclosure_uvb_bulb,UVB bulb,foreclosure,zip-tied,maybe
45,lab_birth_certificate_frame,birth certificate frame,lab,smelling of smoke,maybe
45,lab_brush_roll,brush roll,lab,labeled MOM,maybe
45,lab_closet_flange,closet flange,lab,with a photo,maybe
45,lab_comic_longbox,comic longbox,lab,never opened,maybe
45,lab_customs_form_pad,customs form pad,lab,taped shut,maybe
45,lab_drill_press,drill press,lab,opened once,maybe
45,lab_fax_machine,fax machine,lab,wrapped in newspaper,maybe
45,lab_fish_food_tin,fish food tin,lab,with a note,maybe
45,lab_furniture_dolly,furniture dolly,lab,with a note,maybe
45,lab_heating_pad,heating pad,lab,with mouse droppings,maybe
45,lab_hose_nozzle,hose nozzle,lab,with mouse droppings,maybe
45,lab_hydrometer,hydrometer,lab,with a dead battery,maybe
45,lab_kiln_mini,kiln mini,lab,padlocked,maybe
45,lab_metronome_windup,metronome windup,lab,with a receipt,maybe
45,lab_mic_stand,mic stand,lab,with no power cord,maybe
45,lab_orchid_pot,orchid pot,lab,opened once,maybe
45,lab_ouija_planchette,ouija planchette,lab,with a receipt,maybe
45,lab_prank_call_book,prank call book,lab,glued shut,maybe
45,lab_sumi_kit,sumi kit,lab,smelling of perfume,maybe
45,lab_vaporizer_antique,vaporizer antique,lab,taped shut,maybe
45,lab_yo_yo_collection,yo-yo collection,lab,with the wrong remote,maybe
45,limited_corkscrew_fancy,corkscrew fancy,limited,never opened,maybe
45,limited_desk_bell,desk bell,limited,full of rice,maybe
45,limited_foam_finger,foam finger,limited,labeled DO NOT SELL,maybe
45,limited_fossil_ammonite,fossil ammonite,limited,zip-tied,maybe
45,limited_mouthwash_novelty,mouthwash novelty,limited,with a receipt,maybe
45,limited_plant_grow_tent,plant grow tent,limited,with a receipt,maybe
45,limited_prank_call_book,prank call book,limited,smelling of perfume,maybe
45,plastic_boarding_pass_printer,boarding pass printer,plastic,opened once,maybe
45,plastic_hospital_tray,hospital tray,plastic,with a dead battery,maybe
45,plastic_hot_water_bottle,hot water bottle,plastic,in a trash bag,maybe
45,plastic_ice_cream_maker,ice cream maker,plastic,smelling of perfume,maybe
45,plastic_juicer,juicer,plastic,wrapped in newspaper,maybe
45,plastic_lens_dusty,lens dusty,plastic,labeled MOM,maybe
45,plastic_pull_tab_opener,pull-tab opener,plastic,from a flood,maybe
45,plastic_swing_cradle,swing cradle,plastic,padlocked,maybe
45,plastic_treasure_map_fake,treasure map fake,plastic,with a receipt,maybe
45,plastic_ultrasonic_pest,ultrasonic pest,plastic,with instructions missing page 2,maybe
45,plastic_vanity_plate,vanity plate,plastic,full of coins,maybe
45,plastic_zune,Zune,plastic,opened once,maybe
45,rusty_bark_collar,bark collar,rusty,taped shut,maybe
45,rusty_chicken_feeder,chicken feeder,rusty,with a photo,maybe
45,rusty_flask_engraved,flask engraved,rusty,with a dead battery,maybe
45,rusty_fortune_teller_fish,fortune teller fish,rusty,with a dead battery,maybe
45,rusty_ice_pack_novelty,ice pack novelty,rusty,padlocked,maybe
45,rusty_joy_buzzer_box,joy buzzer box,rusty,with the wrong remote,maybe
45,rusty_juicer,juicer,rusty,full of coins,maybe
45,rusty_mouthguard_case,mouthguard case,rusty,with a note,maybe
45,rusty_pager,pager,rusty,won at carnival,maybe
45,rusty_place_card_holder,place card holder,rusty,with a dead battery,maybe
45,rusty_prayer_beads,prayer beads,rusty,glued shut,maybe
45,rusty_punch_card_rack,punch card rack,rusty,padlocked,maybe
45,rusty_straw_dispenser,straw dispenser,rusty,full of coins,maybe
45,rusty_transformers_incomplete,Transformers incomplete,rusty,smelling of smoke,maybe
45,rusty_tuba_kids,tuba kids,rusty,with instructions missing page 2,maybe
45,rusty_turntable,turntable,rusty,with a note,maybe
45,rusty_wig_stand,wig stand,rusty,wrapped in newspaper,maybe
45,school_bidet_attachment,bidet attachment,school,taped shut,maybe
45,school_binoculars,binoculars,school,with a receipt,maybe
45,school_bolt_cutters,bolt cutters,school,full of rice,maybe
45,school_heating_lamp,heating lamp,school,taped shut,yes
45,school_index_cards_recipes,index cards recipes,school,with a receipt,maybe
45,school_keg_tap,keg tap,school,with a dead battery,maybe
45,school_lens_dusty,lens dusty,school,never opened,maybe
45,school_moon_sand,moon sand,school,full of sand,maybe
45,school_plant_grow_tent,plant grow tent,school,labeled FREE,maybe
45,school_police_scanner,police scanner,school,wrapped in newspaper,maybe
45,school_sandcastle_mold,sandcastle mold,school,with mouse droppings,maybe
45,school_slot_car_track,slot car track,school,with the wrong remote,maybe
45,school_tea_tin_set,tea tin set,school,with no power cord,maybe
45,signed_ab_roller,ab roller,signed,from a flood,maybe
45,signed_bread_machine,bread machine,signed,with a receipt,maybe
45,signed_candle_sticks_brass,candle sticks brass,signed,with no power cord,maybe
45,signed_chalkboard_easel,chalkboard easel,signed,full of sand,maybe
45,signed_hamster_wheel,hamster wheel,signed,with a photo,maybe
45,signed_kalimba,kalimba,signed,with a dead battery,maybe
45,signed_marquee_letter,marquee letter,signed,with a receipt,maybe
45,signed_power_strip_fire,power strip fire,signed,smelling of perfume,maybe
45,signed_salt_pepper_set,salt pepper set,signed,labeled FREE,maybe
45,signed_seltzer_bottle,seltzer bottle,signed,labeled FREE,maybe
45,signed_sprinkler_oscillating,sprinkler oscillating,signed,with a photo,maybe
44,burnt_atari_2600,Atari 2600,burnt,taped shut,maybe
44,burnt_boot_jack,boot jack,burnt,labeled FREE,maybe
44,burnt_customs_form_pad,customs form pad,burnt,opened once,maybe
44,burnt_dip_pen_set,dip pen set,burnt,never opened,maybe
44,burnt_flippers,flippers,burnt,full of sand,maybe
44,burnt_floppy_box,floppy box,burnt,labeled MOM,maybe
44,burnt_heating_pad,heating pad,burnt,in a trash bag,maybe
44,burnt_kinetic_sand,kinetic sand,burnt,labeled MOM,maybe
44,burnt_laser_pointer,laser pointer,burnt,labeled DO NOT SELL,maybe
44,burnt_lint_roller_pack,lint roller pack,burnt,in a trash bag,maybe
44,burnt_paint_by_numbers,paint by numbers,burnt,zip-tied,maybe
44,burnt_pipe_wrench,pipe wrench,burnt,with a dead battery,maybe
44,burnt_scrapbook_wedding,scrapbook wedding,burnt,opened once,maybe
44,burnt_shape_sorter,shape sorter,burnt,never opened,maybe
44,burnt_soap_on_a_rope,soap on a rope,burnt,labeled DO NOT SELL,maybe
44,burnt_sugar_caddy,sugar caddy,burnt,from a fire sale,maybe
44,burnt_toothbrush_holder,toothbrush holder,burnt,full of coins,maybe
44,burnt_water_pik,water pik,burnt,labeled FREE,maybe
44,burnt_wheelchair_fold,wheelchair fold,burnt,smelling of smoke,maybe
44,dedicated_anchor_paperweight,anchor paperweight,dedicated,labeled MOM,maybe
44,dedicated_ashtray_tower,ashtray tower,dedicated,labeled FREE,maybe
44,dedicated_bayonet_dull,bayonet dull,dedicated,with the wrong remote,maybe
44,dedicated_boar_tusk,boar tusk,dedicated,with a receipt,maybe
44,dedicated_boarding_pass_printer,boarding pass printer,dedicated,smelling of smoke,maybe
44,dedicated_dentist_chair_lamp,dentist chair lamp,dedicated,with a note,yes
44,dedicated_dominoes_bone,dominoes bone,dedicated,from a fire sale,maybe
44,dedicated_garment_bag,garment bag,dedicated,labeled DO NOT SELL,maybe
44,dedicated_hacky_sack_jar,hacky sack jar,dedicated,labeled DO NOT SELL,maybe
44,dedicated_hotel_key_board,hotel key board,dedicated,from a fire sale,maybe
44,dedicated_ice_cream_maker,ice cream maker,dedicated,with a note,maybe
44,dedicated_life_vest,life vest,dedicated,smelling of perfume,maybe
44,dedicated_master_key_blank,master key blank,dedicated,padlocked,maybe
44,dedicated_pacifier_collection,pacifier collection,dedicated,won at carnival,maybe
44,dedicated_playdough_dried,playdough dried,dedicated,with a receipt,maybe
44,dedicated_pokemon_cards_binder,Pokemon cards binder,dedicated,wrapped in newspaper,maybe
44,dedicated_punch_card_deck,punch card deck,dedicated,glued shut,maybe
44,dedicated_quilt_unfinished,quilt unfinished,dedicated,wrapped in newspaper,maybe
44,dedicated_refractometer,refractometer,dedicated,with the wrong remote,maybe
44,dedicated_selfie_stick,selfie stick,dedicated,labeled MOM,maybe
44,dedicated_sippy_cup_bin,sippy cup bin,dedicated,glued shut,maybe
44,dedicated_slide_projector,slide projector,dedicated,with mouse droppings,maybe
44,dedicated_teething_ring,teething ring,dedicated,with a dead battery,maybe
44,dedicated_wedding_cake_knife,wedding cake knife,dedicated,with instructions missing page 2,maybe
44,dedicated_yearbook_signed,yearbook signed,dedicated,with a receipt,maybe
44,expired_badge_press,badge press,expired,labeled FREE,maybe
44,expired_badminton_set,badminton set,expired,glued shut,maybe
44,expired_chew_stick_pack,chew stick pack,expired,with the wrong remote,maybe
44,expired_cross_stitch_kit,cross stitch kit,expired,smelling of smoke,maybe
44,expired_drum_pad,drum pad,expired,labeled MOM,maybe
44,expired_geode_half,geode half,expired,full of coins,maybe
44,expired_instant_pot_clone,instant pot clone,expired,from a fire sale,maybe
44,expired_joy_buzzer_box,joy buzzer box,expired,smelling of perfume,maybe
44,expired_mandolin,mandolin,expired,with a photo,maybe
44,expired_millet_spray,millet spray,expired,with no power cord,maybe
44,expired_muffin_tin,muffin tin,expired,labeled MOM,maybe
44,expired_nightstick_foam,nightstick foam,expired,taped shut,maybe
44,expired_powder_horn,powder horn,expired,from a fire sale,maybe
44,expired_putty_thinking,putty thinking,expired,labeled FREE,maybe
44,expired_row_machine,row machine,expired,labeled DO NOT SELL,maybe
44,expired_rune_stones,rune stones,expired,never opened,maybe
44,expired_tanning_lamp,tanning lamp,expired,full of sand,yes
44,expired_ukulele,ukulele,expired,with instructions missing page 2,maybe
44,expired_walkman,Walkman,expired,won at carnival,maybe
44,foreclosure_beer_growler,beer growler,foreclosure,glued shut,maybe
44,foreclosure_chest_empty,chest empty,foreclosure,opened once,maybe
44,foreclosure_dreamcatcher,dreamcatcher,foreclosure,smelling of smoke,maybe
44,foreclosure_gravel_vacuum,gravel vacuum,foreclosure,with instructions missing page 2,maybe
44,foreclosure_hydrometer,hydrometer,foreclosure,full of rice,maybe
44,foreclosure_kinetic_sand,kinetic sand,foreclosure,wrapped in newspaper,maybe
44,foreclosure_lanyard_bin,lanyard bin,foreclosure,labeled MOM,maybe
44,foreclosure_life_vest_airline,life vest airline,foreclosure,smelling of perfume,maybe
44,foreclosure_magnetic_letters,magnetic letters,foreclosure,from a flood,maybe
44,foreclosure_maracas,maracas,foreclosure,with a dead battery,maybe
44,foreclosure_model_train_set,model train set,foreclosure,padlocked,maybe
44,foreclosure_plasma_ball,plasma ball,foreclosure,full of rice,maybe
44,foreclosure_router_wood,router wood,foreclosure,with a photo,maybe
44,foreclosure_shaving_brush,shaving brush,foreclosure,taped shut,maybe
44,foreclosure_transformers_incomplete,Transformers incomplete,foreclosure,with the wrong remote,maybe
44,foreclosure_unicycle,unicycle,foreclosure,taped shut,maybe
44,lab_angle_grinder,angle grinder,lab,won at carnival,maybe
44,lab_banjo,banjo,lab,with a dead battery,maybe
44,lab_bassinet,bassinet,lab,smelling of perfume,maybe
44,lab_choir_robe,choir robe,lab,with a receipt,maybe
44,lab_compass,compass,lab,with a dead battery,maybe
44,lab_dog_crate,dog crate,lab,labeled FREE,maybe
44,lab_earplugs_jar,earplugs jar,lab,with a note,maybe
44,lab_exercise_bike,exercise bike,lab,labeled MOM,maybe
44,lab_frisbee_glow,frisbee glow,lab,full of rice,maybe
44,lab_gi_joe_footlocker,G.I. Joe footlocker,lab,from a fire sale,maybe
44,lab_laserdisc,LaserDisc,lab,padlocked,maybe
44,lab_magic_cards_bulk,Magic cards bulk,lab,zip-tied,maybe
44,lab_milk_frother,milk frother,lab,smelling of smoke,maybe
44,lab_muzzle_soft,muzzle soft,lab,in a trash bag,maybe
44,lab_paper_fortune,paper fortune,lab,from a fire sale,maybe
44,lab_seed_packets,seed packets,lab,in a trash bag,maybe
44,lab_sleeve_board,sleeve board,lab,zip-tied,maybe
44,lab_walkman,Walkman,lab,with a photo,maybe
44,lab_water_pik,water pik,lab,won at carnival,maybe
44,limited_air_stone_pack,air stone pack,limited,with no power cord,maybe
44,limited_atari_2600,Atari 2600,limited,glued shut,maybe
44,limited_barometer,barometer,limited,with a photo,maybe
44,limited_chest_empty,chest empty,limited,with the wrong remote,maybe
44,limited_deer_antler,deer antler,limited,taped shut,maybe
44,limited_dice_casino,dice casino,limited,with the wrong remote,maybe
44,limited_dress_form,dress form,limited,with a receipt,maybe
44,limited_earplugs_jar,earplugs jar,limited,from a flood,maybe
44,limited_flare_gun_prop,flare gun prop,limited,smelling of perfume,maybe
44,limited_lego_bin_mystery,Lego bin mystery,limited,with a dead battery,maybe
44,limited_mannequin_hand,mannequin hand,limited,glued shut,maybe
44,limited_mask_venetian,mask Venetian,limited,from a flood,maybe
44,limited_master_key_blank,master key blank,limited,with a receipt,maybe
44,limited_mealworm_farm,mealworm farm,limited,with no power cord,maybe
44,limited_ouija_planchette,ouija planchette,limited,from a fire sale,maybe
44,limited_ring_light,ring light,limited,with a photo,maybe
44,limited_shin_guards,shin guards,limited,from a flood,maybe
44,limited_spray_paint_crate,spray paint crate,limited,in a trash bag,maybe
